InvestorID,InvestorName,source_methods,source_count,token_company_count,deal_count,lead_deal_count,fund_count,token_company_ids,token_company_names,deal_ids,fund_ids,matched_keywords,matched_columns,context
638101-18,Gam3Girl Ventures,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,7,2,2,0,1,439471-36|638103-79,PlaysOut|MetaKing Studios,250197-76T|287960-77T,26299-90F,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,CompanyInvestorRelation: PlaysOut; status=Active; holding=Minority; since=03/14/2025 | CompanyInvestorRelation: MetaKing Studios; status=Active; holding=Minority; since= | DealInvestorRelation: PlaysOut; deal=287960-77T; date=03/14/2025; type=Seed Round; lead=No; fund= | DealInvestorRelation: MetaKing Studios; deal=250197-76T; date=; type=Early Stage VC; lead=No; fund=Gam3Girl Ventures Fund | InvestorInvestmentRelation: PlaysOut; deal=287960-77T; date=03/14/2025; type=Seed Round; co_investors=12 | InvestorInvestmentRelation: MetaKing Studios; deal=250197-76T; date=; type=Early Stage VC; co_investors=17 | FundInvestmentRelation: MetaKing Studios; fund=Gam3Girl Ventures Fund; deal=250197-76T; date=; status=Active Investment
439278-94,GAM3S.GG Platform,company_investor_relation|deal_investor_relation|investor_investment_relation,24,8,8,0,0,439471-36|462674-80|464157-10|471436-84|489764-44|493277-14|494976-43|540697-60,Vera (Financial Services)|NAOS Finance|Maha (Financial Software)|Glacier Network|MetaKing Studios|Cookie3|Deliq Finance|KardiaChain,168614-92T|170092-36T|178162-75T|186077-98T|189782-47T|194823-82T|261202-15T|261485-20T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Vera (Financial Services); status=Active; holding=Minority; since=09/24/2021 | CompanyInvestorRelation: NAOS Finance; status=Active; holding=Minority; since=04/19/2021 | CompanyInvestorRelation: Maha (Financial Software); status=Active; holding=Minority; since=12/22/2020 | CompanyInvestorRelation: Glacier Network; status=Active; holding=Minority; since=06/06/2024 | CompanyInvestorRelation: MetaKing Studios; status=Active; holding=Minority; since=04/12/2022 | CompanyInvestorRelation: Cookie3; status=Active; holding=Minority; since=06/04/2024 | CompanyInvestorRelation: Deliq Finance; status=Active; holding=Minority; since=03/07/2022 | CompanyInvestorRelation: KardiaChain; status=Active; holding=Minority; since=12/07/2021 | DealInvestorRelation: MetaKing Studios; deal=194823-82T; date=04/12/2022; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Deliq Finance; deal=189782-47T; date=03/07/2022; type=Seed Round; lead=No; fund= | DealInvestorRelation: Kardi
522417-52,Game7,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,468018-73,Laguna Games,181809-46T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Laguna Games; status=Active; holding=Minority; since=10/08/2022 | DealInvestorRelation: Laguna Games; deal=181809-46T; date=10/08/2022; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: Laguna Games; deal=181809-46T; date=10/08/2022; type=Seed Round; co_investors=21
484557-31,GameChangers,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,484517-62,Handl (Other Financial Services),184393-09T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Handl (Other Financial Services); status=Active; holding=Minority; since=04/24/2021 | DealInvestorRelation: Handl (Other Financial Services); deal=184393-09T; date=04/24/2021; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: Handl (Other Financial Services); deal=184393-09T; date=04/24/2021; type=Early Stage VC; co_investors=12
493513-21,GameFi guilds YGG SEA,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,493507-99,Sonic SVM,190114-48T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Sonic SVM; status=Active; holding=Minority; since=03/11/2022 | DealInvestorRelation: Sonic SVM; deal=190114-48T; date=03/11/2022; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: Sonic SVM; deal=190114-48T; date=03/11/2022; type=Seed Round; co_investors=21
494805-34,GameFi Ventures,company_investor_relation|deal_investor_relation|investor_investment_relation,18,6,6,0,0,443328-22|494316-19|529655-32|544760-29|65039-59|719363-98,Mocaverse|MANTRA (Hong Kong)|Animoca Brands|BLIFE Protocol|Open Campus (Hong Kong)|Nexus Interactive,246487-06T|248084-56T|254816-65T|270186-49T|279155-62T|310628-08T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Mocaverse; status=Active; holding=Minority; since=09/11/2023 | CompanyInvestorRelation: MANTRA (Hong Kong); status=Active; holding=Minority; since=03/19/2024 | CompanyInvestorRelation: Animoca Brands; status=Pending (Sell Side); holding=Minority; since= | CompanyInvestorRelation: BLIFE Protocol; status=Former; holding=Minority; since=12/02/2024 | CompanyInvestorRelation: Open Campus (Hong Kong); status=Active; holding=Minority; since= | CompanyInvestorRelation: Nexus Interactive; status=Active; holding=Minority; since= | DealInvestorRelation: Open Campus (Hong Kong); deal=310628-08T; date=10/21/2025; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: BLIFE Protocol; deal=279155-62T; date=12/02/2024; type=Seed Round; lead=No; fund= | DealInvestorRelation: Nexus Interactive; deal=270186-49T; date=; type=Seed Round; lead=No; fund= | DealInvestorRelation: MANTRA (Hong Kong); deal=254816-65T; date=03/19/2024; type=Early Stage VC; lead=No; fund= | DealInvest
483724-27,Gamefi.org,company_investor_relation|deal_investor_relation|investor_investment_relation,12,4,4,0,0,484141-33|484388-47|484651-45|490961-62,Bullieverse|Froyo Games|Aspo World|Bemil,184338-01T|184546-27T|184767-58T|188669-62T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Bullieverse; status=Active; holding=Minority; since=02/17/2022 | CompanyInvestorRelation: Froyo Games; status=Active; holding=Minority; since=12/01/2021 | CompanyInvestorRelation: Aspo World; status=Former; holding=Minority; since=11/30/2021 | CompanyInvestorRelation: Bemil; status=Active; holding=Minority; since=11/03/2021 | DealInvestorRelation: Bullieverse; deal=188669-62T; date=02/17/2022; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Aspo World; deal=184546-27T; date=11/30/2021; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Froyo Games; deal=184767-58T; date=12/01/2021; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Bemil; deal=184338-01T; date=11/03/2021; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: Aspo World; deal=184546-27T; date=11/30/2021; type=Early Stage VC; co_investors=10 | InvestorInvestmentRelation: Froyo Games; deal=184767-58T; date=12/01/2021; type=Early Stage VC; co_investors=17 |
454669-57,Gamegroove Capital,company_investor_relation|deal_investor_relation|investor_investment_relation,5,1,2,0,0,454443-85,Gunzilla,160529-77T|200246-86T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Gunzilla; status=Active; holding=Minority; since=12/14/2020 | DealInvestorRelation: Gunzilla; deal=160529-77T; date=12/14/2020; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Gunzilla; deal=200246-86T; date=08/09/2022; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: Gunzilla; deal=160529-77T; date=12/14/2020; type=Early Stage VC (Series A); co_investors=6 | InvestorInvestmentRelation: Gunzilla; deal=200246-86T; date=08/09/2022; type=Early Stage VC (Series 1); co_investors=42
491293-90,GameMine Capital,company_investor_relation|deal_investor_relation|investor_investment_relation,6,2,2,0,0,489430-99|491296-60,HashLand|BetaMars,187964-92T|187997-68T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: HashLand; status=Former; holding=Minority; since= | CompanyInvestorRelation: BetaMars; status=Former; holding=Minority; since=02/06/2022 | DealInvestorRelation: HashLand; deal=187997-68T; date=; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: BetaMars; deal=187964-92T; date=02/06/2022; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: HashLand; deal=187997-68T; date=; type=Early Stage VC; co_investors=1 | InvestorInvestmentRelation: BetaMars; deal=187964-92T; date=02/06/2022; type=Seed Round; co_investors=5
464393-44,Gamerforce Ventures,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,4,1,1,0,1,463479-40,Bountie,208668-61T,18532-00F,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,CompanyInvestorRelation: Bountie; status=Active; holding=Minority; since=11/19/2020 | DealInvestorRelation: Bountie; deal=208668-61T; date=11/19/2020; type=Seed Round; lead=No; fund=Gamerforce Ventures Global Fund I | InvestorInvestmentRelation: Bountie; deal=208668-61T; date=11/19/2020; type=Seed Round; co_investors=1 | FundInvestmentRelation: Bountie; fund=Gamerforce Ventures Global Fund I; deal=208668-61T; date=11/19/2020; status=Active Investment
493955-83,Gamestation,company_investor_relation|deal_investor_relation|investor_investment_relation,6,2,2,0,0,484395-58|522017-47,Vision Game|KingSpeed,184176-55T|219607-03T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Vision Game; status=Active; holding=Minority; since= | CompanyInvestorRelation: KingSpeed; status=Former; holding=Minority; since=11/20/2021 | DealInvestorRelation: KingSpeed; deal=184176-55T; date=11/20/2021; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Vision Game; deal=219607-03T; date=; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: KingSpeed; deal=184176-55T; date=11/20/2021; type=Early Stage VC; co_investors=23 | InvestorInvestmentRelation: Vision Game; deal=219607-03T; date=; type=Early Stage VC; co_investors=32
502709-86,GamesUp42 Group,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,454443-85,Gunzilla,160529-77T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Gunzilla; status=Active; holding=Minority; since=12/14/2020 | DealInvestorRelation: Gunzilla; deal=160529-77T; date=12/14/2020; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: Gunzilla; deal=160529-77T; date=12/14/2020; type=Early Stage VC (Series A); co_investors=6
491492-80,GameSwift,company_investor_relation|deal_investor_relation|investor_investment_relation,6,2,2,0,0,494118-10|501941-80,Kyte Research|Kujira,191562-67T|200633-50T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Kyte Research; status=Active; holding=Minority; since=07/01/2022 | CompanyInvestorRelation: Kujira; status=Active; holding=Minority; since= | DealInvestorRelation: Kujira; deal=191562-67T; date=; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Kyte Research; deal=200633-50T; date=07/01/2022; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: Kyte Research; deal=200633-50T; date=07/01/2022; type=Early Stage VC; co_investors=18 | InvestorInvestmentRelation: Kujira; deal=191562-67T; date=; type=Early Stage VC; co_investors=13
503066-71,Gami,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,493803-19,MetaMall,202539-16T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: MetaMall; status=Active; holding=Minority; since=01/14/2022 | DealInvestorRelation: MetaMall; deal=202539-16T; date=01/14/2022; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: MetaMall; deal=202539-16T; date=01/14/2022; type=Early Stage VC; co_investors=27
661384-18,Gami Capital,company_investor_relation|deal_investor_relation|investor_investment_relation,9,3,3,0,0,484585-12|530763-58|599817-52,Giza (Other Financial Services)|eOracle|Lit Protocol,274552-12T|309098-53T|310987-90T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Giza (Other Financial Services); status=Active; holding=Minority; since=05/15/2025 | CompanyInvestorRelation: eOracle; status=Active; holding=Minority; since=01/01/2025 | CompanyInvestorRelation: Lit Protocol; status=Active; holding=Minority; since=01/01/2025 | DealInvestorRelation: eOracle; deal=310987-90T; date=01/01/2025; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Lit Protocol; deal=309098-53T; date=01/01/2025; type=Later Stage VC; lead=No; fund= | DealInvestorRelation: Giza (Other Financial Services); deal=274552-12T; date=05/15/2025; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: Giza (Other Financial Services); deal=274552-12T; date=05/15/2025; type=Seed Round; co_investors=9 | InvestorInvestmentRelation: Lit Protocol; deal=309098-53T; date=01/01/2025; type=Later Stage VC; co_investors=1 | InvestorInvestmentRelation: eOracle; deal=310987-90T; date=01/01/2025; type=Early Stage VC; co_investors=
496075-78,GamiFi,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,496075-87,Time Raiders,194142-43T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Time Raiders; status=Active; holding=Minority; since=05/17/2022 | DealInvestorRelation: Time Raiders; deal=194142-43T; date=05/17/2022; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: Time Raiders; deal=194142-43T; date=05/17/2022; type=Early Stage VC; co_investors=7
493550-92,Ganas Ventures,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,7,1,2,0,1,496120-42,Gopher AI,193469-59T|223068-79T,21060-46F,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,CompanyInvestorRelation: Gopher AI; status=Active; holding=Minority; since=05/04/2021 | DealInvestorRelation: Gopher AI; deal=193469-59T; date=05/04/2021; type=Seed Round; lead=No; fund=Ganas Ventures Fund | DealInvestorRelation: Gopher AI; deal=223068-79T; date=01/23/2024; type=Seed Round; lead=No; fund=Ganas Ventures Fund | InvestorInvestmentRelation: Gopher AI; deal=223068-79T; date=01/23/2024; type=Seed Round; co_investors=13 | InvestorInvestmentRelation: Gopher AI; deal=193469-59T; date=05/04/2021; type=Seed Round; co_investors=19 | FundInvestmentRelation: Gopher AI; fund=Ganas Ventures Fund; deal=193469-59T; date=05/04/2021; status=Active Investment | FundInvestmentRelation: Gopher AI; fund=Ganas Ventures Fund; deal=223068-79T; date=01/23/2024; status=Active Investment
167023-54,Gandel Invest,company_investor_relation|deal_investor_relation|investor_investment_relation,12,4,4,0,0,498197-08|529172-38|550110-61|65039-59,LightLink|Animoca Brands|Real World Gaming|Glitter (Database Software),199534-42T|219748-33T|226099-54T|251399-53T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: LightLink; status=Active; holding=Minority; since=02/06/2024 | CompanyInvestorRelation: Animoca Brands; status=Pending (Sell Side); holding=Minority; since=03/31/2023 | CompanyInvestorRelation: Real World Gaming; status=Active; holding=Minority; since=05/05/2022 | CompanyInvestorRelation: Glitter (Database Software); status=Active; holding=Minority; since=01/01/2023 | DealInvestorRelation: LightLink; deal=251399-53T; date=02/06/2024; type=Seed Round; lead=No; fund= | DealInvestorRelation: Real World Gaming; deal=226099-54T; date=05/05/2022; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Animoca Brands; deal=219748-33T; date=03/31/2023; type=PE Growth/Expansion; lead=No; fund= | DealInvestorRelation: Glitter (Database Software); deal=199534-42T; date=01/01/2023; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: Glitter (Database Software); deal=199534-42T; date=01/01/2023; type=Seed Round; co_investors=12 | InvestorInvestmentRelation: Re
510677-02,Ganesan Swaminathan,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,491141-89,Shardeum,202554-19T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Shardeum; status=Active; holding=Minority; since=07/12/2022 | DealInvestorRelation: Shardeum; deal=202554-19T; date=07/12/2022; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: Shardeum; deal=202554-19T; date=07/12/2022; type=Seed Round; co_investors=39
518515-21,Ganesh Kompella,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,56502-19,Ripple,213445-99T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Ripple; status=Active; holding=Minority; since=05/12/2017 | DealInvestorRelation: Ripple; deal=213445-99T; date=05/12/2017; type=Later Stage VC; lead=No; fund= | InvestorInvestmentRelation: Ripple; deal=213445-99T; date=05/12/2017; type=Later Stage VC; co_investors=3
482466-79,Ganesh Swami,company_investor_relation|deal_investor_relation|investor_investment_relation,12,4,4,0,0,361317-52|466646-86|471807-64|491141-89,KYVE|Bware Labs|Arcana (Software Development Applications)|Shardeum,181627-84T|182322-91T|189031-60T|202554-19T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: KYVE; status=Active; holding=Minority; since=10/26/2021 | CompanyInvestorRelation: Bware Labs; status=Former; holding=Minority; since=02/23/2022 | CompanyInvestorRelation: Arcana (Software Development Applications); status=Former; holding=Minority; since=10/13/2021 | CompanyInvestorRelation: Shardeum; status=Active; holding=Minority; since=07/12/2022 | DealInvestorRelation: Bware Labs; deal=189031-60T; date=02/23/2022; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: KYVE; deal=182322-91T; date=10/26/2021; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Arcana (Software Development Applications); deal=181627-84T; date=10/13/2021; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: Shardeum; deal=202554-19T; date=07/12/2022; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: KYVE; deal=182322-91T; date=10/26/2021; type=Early Stage VC (Series B); co_investors=26 | InvestorInvestmentRelation: Shardeum; deal=202554-19T; dat
454844-17,Ganeshram Gunalan,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,454839-31,Push Chain,160747-93T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Push Chain; status=Active; holding=Minority; since=03/26/2021 | DealInvestorRelation: Push Chain; deal=160747-93T; date=03/26/2021; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: Push Chain; deal=160747-93T; date=03/26/2021; type=Seed Round; co_investors=37
125632-27,Ganexa Capital,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,277915-15,Bepro (Software Development Applications),121973-50T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Bepro (Software Development Applications); status=Former; holding=Minority; since=03/06/2019 | DealInvestorRelation: Bepro (Software Development Applications); deal=121973-50T; date=03/06/2019; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: Bepro (Software Development Applications); deal=121973-50T; date=03/06/2019; type=Early Stage VC; co_investors=2
61279-39,Gaorong Ventures,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,10,3,3,0,1,230508-10|230684-86|264190-60,HashKey Digital Asset Group|Oasis Labs|Internet of Services Foundations,108364-51T|110813-50T|285223-60T,14844-61F,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,CompanyInvestorRelation: HashKey Digital Asset Group; status=Active; holding=Minority; since=02/14/2025 | CompanyInvestorRelation: Oasis Labs; status=Active; holding=Minority; since=07/09/2018 | CompanyInvestorRelation: Internet of Services Foundations; status=Active; holding=Minority; since=04/01/2017 | DealInvestorRelation: Oasis Labs; deal=110813-50T; date=07/09/2018; type=Early Stage VC; lead=No; fund=Gaorong USD Fund II | DealInvestorRelation: Internet of Services Foundations; deal=108364-51T; date=04/01/2017; type=Early Stage VC; lead=No; fund= | DealInvestorRelation: HashKey Digital Asset Group; deal=285223-60T; date=02/14/2025; type=Later Stage VC; lead=No; fund= | InvestorInvestmentRelation: Internet of Services Foundations; deal=108364-51T; date=04/01/2017; type=Early Stage VC (Series A); co_investors=30 | InvestorInvestmentRelation: Oasis Labs; deal=110813-50T; date=07/09/2018; type=Early Stage VC (Series A); co_investors=31 | InvestorInvestmentRelation: HashKey Digital Asse
590305-69,Gareth Fenney,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,571399-30,Hedgehog Protocol,250746-94T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: Hedgehog Protocol; status=Active; holding=Minority; since=03/05/2024 | DealInvestorRelation: Hedgehog Protocol; deal=250746-94T; date=03/05/2024; type=Seed Round; lead=No; fund= | InvestorInvestmentRelation: Hedgehog Protocol; deal=250746-94T; date=03/05/2024; type=Seed Round; co_investors=16
596294-92,Garlam Won,company_investor_relation|deal_investor_relation|investor_investment_relation,3,1,1,0,0,534823-12,GPU.Net,256634-56T,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,CompanyInvestorRelation: GPU.Net; status=Active; holding=Minority; since=04/11/2024 | DealInvestorRelation: GPU.Net; deal=256634-56T; date=04/11/2024; type=Early Stage VC; lead=No; fund= | InvestorInvestmentRelation: GPU.Net; deal=256634-56T; date=04/11/2024; type=Early Stage VC (Series A); co_investors=18
